,Unnamed: 0,sys/id,parameters/batch_size,parameters/beta1,parameters/beta2,parameters/connect_to_project,parameters/cutout_count,parameters/cutout_max_size,parameters/cutout_min_size,parameters/device,parameters/dropout,parameters/epochs,parameters/gamma,parameters/jitter_brightness,parameters/jitter_contrast,parameters/jitter_hue,parameters/jitter_saturation,parameters/lr,parameters/lr_scheduler,parameters/max_lr,parameters/model,parameters/nu1,parameters/nu2,parameters/optimizer,parameters/per_alpha,parameters/per_beta,parameters/perspective_distortion,parameters/plot_interval,parameters/project_name,parameters/register_run,parameters/test,parameters/train,parameters/use_per,parameters/val,parameters/wd,train/val_acc,train/val_loss
211,215,CNN-135,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
212,216,CNN-189,64.0,0.9,0.999,,,,,cpu,0.1,5.0,0.9,,,,,0.002,ExponentialLR,,M7S1(),0.7,1.0,QHAdam,,,,,mlxa/CNN,False,None,train_v2.bin,,val_v2.bin,1e-06,,
213,217,CNN-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,218,CNN-167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,220,CNN-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,221,CNN-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,222,CNN-186,64.0,0.9,0.999,,,,,cpu,0.1,5.0,0.9,,,,,0.002,ExponentialLR,,M7S1(),0.7,1.0,QHAdam,,,,,mlxa/CNN,False,None,train_v2.bin,,val_v2.bin,1e-06,,
218,223,CNN-220,2000.0,0.9,0.999,,,,,cuda,0.1,10.0,,,,,,0.0001,OneCycleLR,0.001,"load_from_zoo(""M7()_61eacf91_1.p"")",0.7,1.0,QHAdam,,,,5.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
219,224,CNN-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,225,CNN-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,226,CNN-228,2000.0,0.9,0.999,,,,,cuda,0.1,20.0,,,,,,0.001,OneCycleLR,0.01,"load_from_zoo(""M5()_61ead8a7_17.p"")",0.7,1.0,QHAdam,,,,5.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.9166000485420228,0.4439787566661834
222,227,CNN-250,500.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"VotingEnsemble([load_from_zoo('M3()_#CNN-172_36.p'),load_from_zoo('M3()_#CNN-229_29.p'),load_from_zoo('M7()_61ead6cd_final.p'),load_from_zoo('M7()_61ead348_2.p')], [1, 1, 1, 1])",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
223,228,CNN-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1903,2.230839817387283
224,229,CNN-138,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
225,230,CNN-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,231,CNN-278,100.0,0.9,0.999,True,,,,cuda,0.1,20.0,,,,,,0.001,,,M7(),0.7,1.0,QHAdam,0.6,0.6,,100.0,mlxa/CNN,True,None,train_v2.bin,True,val_v2.bin,1e-06,0.1469623744487762,2.293230533599853
227,232,CNN-107,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
228,233,CNN-367,512.0,0.9,0.999,True,0.0,4.0,2.0,cuda,,2.0,,0.1560547202825546,0.0,0.0773870572447776,0.0,0.0947078961935432,,,M7(),0.6245176196098328,1.0,QHAdam,,,0.094380035996437,8.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,7.023125634911097e-06,0.659639298915863,1.1314597129821775
229,234,CNN-205,200.0,0.9,0.999,,,,,cuda,0.1,10.0,,,,,,0.001,OneCycleLR,0.1,M7(),0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v2.bin,,val_v2.bin,1e-06,0.1131170541048049,5.350009441375732
230,235,CNN-358,1024.0,0.9,0.999,True,0.0,22.0,7.0,cuda,,2.0,,0.0,0.033485647290945,0.0,0.0279392097145319,0.0009493154628137,,,M7(),0.4421578347682953,1.0,QHAdam,,,0.0,4.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,2.043370316598514e-06,0.3791274726390838,1.8823267221450808
231,236,CNN-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,237,CNN-134,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
233,238,CNN-14,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
234,239,CNN-67,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
235,240,CNN-177,,0.9,0.999,,,,,,0.1,5.0,1.3,,,,,1e-06,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
236,241,CNN-217,2048.0,0.9,0.999,,,,,cuda,0.1,10.0,0.95,,,,,0.001,ExponentialLR,,"load_from_zoo(""M7()_61eacd10_8.p"")",0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.9314910769462584,0.2377762049436569
237,242,CNN-180,,0.9,0.999,,,,,,0.1,5.0,1.3,,,,,1e-06,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
238,243,CNN-261,500.0,0.9,0.999,,,,,cuda,0.1,1.0,0.9,,,,,1e-05,ExponentialLR,,"load_from_zoo(""Densenet161(10)_61eaf1c4_47.p"")",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
239,244,CNN-316,1024.0,0.9,0.999,True,0.0,13.0,8.0,cuda,,2.0,,0.0,0.0,0.1535236239433288,0.1238566860556602,0.0005190269798762,,,M7(),0.5967103242874146,1.0,QHAdam,,,0.0,4.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0011936280358476,,
240,245,CNN-277,100.0,0.9,0.999,True,,,,cuda,0.1,50.0,,,,,,0.001,,,M7(),0.7,1.0,QHAdam,0.6,0.6,,100.0,mlxa/CNN,True,None,train_v2.bin,True,val_v2.bin,1e-06,0.1840860545635223,2.491468906402588
241,246,CNN-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,247,CNN-380,256.0,0.9,0.999,True,1.0,16.0,6.0,cuda,,2.0,,0.1235299706459045,0.0,0.0,0.0044387285597622,0.0131243593371777,,,M7(),0.7962427139282227,1.0,QHAdam,,,0.056032445281744,16.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0028258709485908,0.4880859553813934,1.67379629611969
243,248,CNN-202,200.0,0.9,0.999,,,,,cuda,0.1,10.0,,,,,,0.001,OneCycleLR,0.1,M7(),0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.9036000370979308,0.3254044353961944
244,249,CNN-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1903,2.2412324498413474
245,250,CNN-157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,251,CNN-360,512.0,0.9,0.999,True,0.0,0.0,0.0,cuda,,2.0,,0.0,0.0002172125532524,0.0,0.2054326832294464,0.0136195059298768,,,Resnet18(10),0.6937283277511597,0.8559564352035522,QHAdam,,,0.0,8.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0004923153054402,0.5083927512168884,1.4914535284042358
247,252,CNN-371,128.0,0.9,0.999,True,0.0,0.0,0.0,cuda,,2.0,,0.1000081300735473,0.0544450245797634,0.0,0.0984606146812439,0.0005485823599568,,,Resnet18(10),0.1704022884368896,1.0,QHAdam,,,0.041982676833868,32.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,7.579983072593149e-06,0.8159612417221069,0.635393500328064
248,253,CNN-158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,254,CNN-195,64.0,0.9,0.999,,,,,cuda,0.1,100.0,,,,,,0.0001,OneCycleLR,0.001,M7S1(),0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v2.bin,,val_v2.bin,1e-06,0.1488210707902908,2.392409324645996
250,255,CNN-264,500.0,0.9,0.999,,,,,cuda,0.1,1.0,0.9,,,,,1e-05,ExponentialLR,,"load_from_zoo(""Densenet161(10)_61eaf1c4_47.p"")",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
251,256,CNN-372,512.0,0.9,0.999,True,0.0,0.0,0.0,cuda,,2.0,,0.0101063167676329,0.0964644774794578,0.0,0.0,0.0001641267778055,,,M7(),0.6620112061500549,1.0,QHAdam,,,0.0,8.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,1.64602665214565e-05,0.824902355670929,0.7996801733970642
252,257,CNN-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,258,CNN-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,259,CNN-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,260,CNN-176,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
256,261,CNN-238,500.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"VotingEnsemble(['load_from_zoo(M3()_#CNN-172_36.p)', 'load_from_zoo(M3()_#CNN-229_29.p)', 'load_from_zoo(M7()_61ead6cd_final.p)', 'load_from_zoo(M7()_61ead348_2.p)'], True",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
257,262,CNN-369,128.0,0.9,0.999,True,0.0,13.0,7.0,cuda,,2.0,,0.0,0.0175858009606599,0.1589431166648864,0.1230947375297546,0.0037095249334693,,,M5(),0.2484830617904663,0.8494909405708313,QHAdam,,,0.0,32.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,1.1965160525342655e-05,0.8956685066223145,0.3807185888290405
258,263,CNN-35,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
259,264,CNN-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,265,CNN-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,266,CNN-209,64.0,0.9,0.999,,,,,cpu,0.1,5.0,,,,,,0.002,OneCycleLR,1.0,Dummy(),0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v2.bin,,val_v2.bin,1e-06,0.1635376363992691,81.546142578125
262,267,CNN-183,64.0,0.9,0.999,,,,,cpu,0.1,5.0,0.9,,,,,0.002,ExponentialLR,,M7S1(),0.7,1.0,QHAdam,,,,,mlxa/CNN,False,None,train_v2.bin,,val_v2.bin,1e-06,,
263,268,CNN-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,269,CNN-65,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,0.1846138536930084,4.130412578582764
265,270,CNN-275,500.0,0.9,0.999,,,,,cuda,0.1,10.0,0.9,,,,,0.0001,ExponentialLR,,"load_from_zoo(""Densenet161(10)_61eb0a80_0.p"")",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.9284001588821412,0.2830833494663238
266,271,CNN-125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,272,CNN-231,1000.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,Densenet121(10),0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.6768000721931458,0.979258954524994
268,273,CNN-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,274,CNN-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,275,CNN-193,64.0,0.9,0.999,,,,,cpu,0.1,5.0,0.9,,,,,0.002,ExponentialLR,,M7S1(),0.7,1.0,QHAdam,,,,,mlxa/CNN,False,None,train_v2.bin,,val_v2.bin,1e-06,0.1457727700471878,2.2968637943267822
271,276,CNN-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,277,CNN-242,500.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"VotingEnsemble(['load_from_zoo(M3()_#CNN-172_36.p)', 'load_from_zoo(M3()_#CNN-229_29.p)', 'load_from_zoo(M7()_61ead6cd_final.p)', 'load_from_zoo(M7()_61ead348_2.p)'], [1, 1, 1, 1])",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
273,278,CNN-182,64.0,0.9,0.999,,,,,cpu,0.1,5.0,0.9,,,,,0.002,ExponentialLR,,M7S1(),0.7,1.0,QHAdam,,,,,mlxa/CNN,False,None,train_v2.bin,,val_v2.bin,1e-06,,
274,280,CNN-247,500.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"VotingEnsemble([load_from_zoo('M3()_#CNN-172_36.p'),load_from_zoo('M3()_#CNN-229_29.p'),load_from_zoo('M7()_61ead6cd_final.p'),load_from_zoo('M7()_61ead348_2.p')], [1, 1, 1, 1])",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
275,281,CNN-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9292,0.273363075675858
276,282,CNN-199,200.0,0.9,0.999,,,,,cuda,0.1,100.0,,,,,,0.0001,ExponentialLR,3.1622776601683795,M7(),0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v1.bin,,val_v2.bin,1e-06,,
277,283,CNN-198,500.0,0.9,0.999,,,,,cuda,0.1,100.0,,,,,,0.0001,OneCycleLR,0.001,M7(),0.7,1.0,QHAdam,,,,,mlxa/CNN,True,None,train_v1.bin,,val_v2.bin,1e-06,0.4772722721099853,1.6111059188842771
278,284,CNN-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,285,CNN-33,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,0.1900875866413116,6.28449296951294
280,286,CNN-74,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,0.9358081221580504,0.2528631687164306
281,287,CNN-379,128.0,0.9,0.999,True,0.0,9.0,6.0,cuda,,2.0,,0.0,0.0539976134896278,0.0,0.0106209507212042,1.6904360020258264e-05,,,Resnet18(10),0.56233811378479,0.9127750396728516,QHAdam,,,0.1329800337553024,32.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,6.998408895111646e-05,0.4984177350997925,1.4925413131713867
282,288,CNN-141,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
283,289,CNN-223,2000.0,0.9,,,,,,cuda,0.0,10.0,,,,,,0.0001,OneCycleLR,0.001,"load_from_zoo(""M7()_61ead348_2.p"")",,,SGD,,,,5.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.9350000619888306,0.2279492616653442
284,290,CNN-362,32.0,0.9,0.999,True,0.0,15.0,8.0,cuda,,2.0,,0.0722682848572731,0.0576783493161201,0.0900004729628562,0.0,0.0015641588736101,,,M7(),0.4824469685554504,0.9671357870101928,QHAdam,,,0.0219883862882852,125.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,5.238739907372344e-05,0.8934704065322876,0.3790297210216522
285,291,CNN-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,292,CNN-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,293,CNN-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,294,CNN-315,32.0,0.9,0.999,True,0.0,0.0,0.0,cuda,,2.0,,0.0,0.0730936676263809,0.1586112678050995,0.0215207524597644,0.1,,,M5(),0.2659387588500976,1.0,QHAdam,,,0.0,125.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.000672433151733,0.0677915289998054,12.592453002929688
289,295,CNN-351,256.0,0.9,0.999,True,0.0,1.0,1.0,cuda,,2.0,,0.0,0.0,0.0522708408534526,0.0651276558637619,0.0020722311514913,,,Resnet18(10),0.3289009928703308,0.9971046447753906,QHAdam,,,0.0008101197890937,16.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.000757384355234,0.829296886920929,0.5523197054862976
290,296,CNN-181,,0.9,0.999,,,,,,0.1,5.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
291,297,CNN-306,1024.0,0.9,0.999,True,0.0,11.0,6.0,cuda,,2.0,,0.0,0.0,0.0449745953083038,0.0561977438628673,0.0071882815653807,,,M5(),0.5804262161254883,0.8917773365974426,QHAdam,,,0.0764016881585121,4.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0005006035038741,0.6598712801933289,1.1260836124420166
292,298,CNN-131,,0.9,0.999,,,,,,0.1,50.0,0.9,,,,,0.002,,,,0.7,1.0,,,,,,,,,,,,1e-06,,
293,299,CNN-20,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
294,300,CNN-381,64.0,0.9,0.999,True,0.0,12.0,8.0,cuda,,2.0,,0.0,0.0,0.0,0.0,4.716576683487444e-05,,,Resnet18(10),0.3985233902931213,1.0,QHAdam,,,0.0,63.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0004115248784153,0.7827428579330444,0.673312246799469
295,301,CNN-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,302,CNN-336,32.0,0.9,0.999,True,0.0,0.0,0.0,cuda,,2.0,,0.0566761307418346,0.0,0.0838322564959526,0.0644775852560997,0.0002133295502487,,,M7(),0.7289612889289856,1.0,QHAdam,,,0.022282114252448,125.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,6.71646580658549e-05,0.8967651724815369,0.4932840168476105
297,303,CNN-143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,304,CNN-352,1024.0,0.9,0.999,True,0.0,19.0,8.0,cuda,,2.0,,0.037188034504652,0.0210255365818738,0.0499492399394512,0.0,0.0045489589307192,,,Resnet18(10),0.3339914679527282,0.8,QHAdam,,,0.176991268992424,4.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,3.060579071102517e-05,0.3918427228927612,2.686396837234497
299,305,CNN-258,500.0,0.9,0.999,,,,,cpu,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"VotingEnsemble([load_from_zoo('M7()_61ead6cd_final.p'),load_from_zoo('M7()_61ead348_2.p')], [1, 1])",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
300,306,CNN-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,307,CNN-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,308,CNN-338,64.0,0.9,0.999,True,0.0,3.0,2.0,cuda,,2.0,,0.0,0.0,0.0,0.0,0.0007762473041318,,,Resnet18(10),0.4758460819721222,1.0,QHAdam,,,0.0027362839318811,63.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,1.4932346381248302e-06,0.8750995397567749,0.4034904241561889
303,309,CNN-293,100.0,0.9,0.999,True,,,,cuda,0.1,200.0,,,,,,0.0001,,,load_from_zoo('M7()_61ee9f5f_24.p'),0.7,1.0,QHAdam,0.5,0.5,,100.0,mlxa/CNN,True,None,train_v1.bin,True,val_v1.bin,1e-06,0.9172000885009766,0.2995859980583191
304,310,CNN-169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,311,CNN-254,500.0,0.9,0.999,,,,,cuda,0.1,50.0,0.9,,,,,0.001,ExponentialLR,,"load_from_zoo(""Densenet161(10)_61eaf1c4_47.p"")",0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,,
306,312,CNN-340,32.0,0.9,0.999,True,2.0,12.0,7.0,cuda,,2.0,,0.0,0.0,0.0,0.0,2.5309640719904163e-05,,,M7(),0.4006052315235138,0.9907997250556946,QHAdam,,,0.0,125.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0001884561786185,0.828174889087677,0.7291699051856995
307,313,CNN-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,314,CNN-302,64.0,0.9,0.999,True,0.0,0.0,0.0,cuda,,2.0,,0.0320953428745269,0.0259627141058444,0.0249650459736585,0.0,0.0004080099976939,,,M7(),0.5080759525299072,0.8703485727310181,QHAdam,,,0.0460521876811981,63.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,8.965701316176398e-05,0.8947054147720337,0.4710831046104431
309,315,CNN-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,316,CNN-308,1024.0,0.9,0.999,True,2.0,8.0,4.0,cuda,,2.0,,0.0,0.0651298910379409,0.0,0.0,0.0036524570311215,,,M7(),0.3791994452476501,1.0,QHAdam,,,0.0607653856277465,4.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0023264066408171,0.4719766676425934,1.6052979230880735
311,317,CNN-320,128.0,0.9,0.999,True,1.0,2.0,0.0,cuda,,2.0,,0.1957800984382629,0.0,0.0,0.0099316444247961,0.0006796214006975,,,M7(),0.6311416029930115,0.8604521751403809,QHAdam,,,0.0,32.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,4.297047237037266e-06,0.8947784900665283,0.4543951749801636
312,318,CNN-19,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
313,319,CNN-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,320,CNN-227,2000.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,"load_from_zoo(""M7()_61ead6cd_final.p"")",0.7,1.0,QHAdam,,,,5.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.9341999888420104,0.2298263609409332
315,321,CNN-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,322,CNN-279,100.0,0.9,0.999,True,,,,cuda,0.1,200.0,,,,,,0.001,,,M7(),0.7,1.0,QHAdam,0.6,0.6,,100.0,mlxa/CNN,True,None,train_v2.bin,True,val_v2.bin,1e-06,0.2259408831596374,2.748964309692383
317,323,CNN-365,256.0,0.9,0.999,True,1.0,14.0,11.0,cuda,,2.0,,0.0196904260665178,0.0340745486319065,0.0,0.0,0.0019567308219706,,,M7(),0.4581373929977417,1.0,QHAdam,,,0.0206737425178289,16.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0001864554347351,0.8392578363418579,0.5581548810005188
318,324,CNN-32,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,0.1464968174695968,10.238865852355955
319,325,CNN-114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,326,CNN-155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,327,CNN-28,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
322,328,CNN-359,512.0,0.9,0.999,True,0.0,0.0,0.0,cuda,,2.0,,0.0942006185650825,0.0111582614481449,0.0,0.1297451108694076,0.0049332905240895,,,Resnet18(10),0.4864488840103149,1.0,QHAdam,,,0.0,8.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0005808182202422,0.4361557960510254,3.002947330474853
323,329,CNN-148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,330,CNN-347,32.0,0.9,0.999,True,0.0,15.0,6.0,cuda,,2.0,,0.0,0.0110627440735697,0.027527991682291,0.0439855642616748,0.0051415706753558,,,M7(),0.2949846684932709,0.8,QHAdam,,,0.1112431660294532,125.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,1.4357103197185813e-05,0.8863817453384399,0.3884295225143432
325,331,CNN-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,332,CNN-219,2000.0,0.9,0.999,,,,,cuda,0.1,10.0,0.95,,,,,0.0001,ExponentialLR,,"load_from_zoo(""M7()_61eacf91_1.p"")",0.7,1.0,QHAdam,,,,5.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.9279000163078308,0.2569533884525299
327,333,CNN-24,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
328,334,CNN-21,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
329,335,CNN-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,336,CNN-287,100.0,0.9,0.999,True,,,,cuda,0.1,200.0,,,,,,0.0001,,,load_from_zoo('M7()_61ee9f5f_24.p'),0.7,1.0,QHAdam,0.5,0.5,,100.0,mlxa/CNN,True,None,train_v1.bin,True,val_v1.bin,1e-06,0.9311997890472412,0.310613214969635
331,337,CNN-174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,338,CNN-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,339,CNN-364,512.0,0.9,0.999,True,0.0,7.0,3.0,cuda,,2.0,,0.0,0.1541651338338852,0.0,0.0,0.0003645884145681,,,M5(),0.7205780744552612,0.9144394397735596,QHAdam,,,0.0,8.0,mlxa/CNN,True,None,train_v3.bin,False,val_v3.bin,0.0002393989588014,0.8761488795280457,0.6860443949699402
334,340,CNN-236,500.0,0.9,0.999,,,,,cuda,0.1,50.0,,,,,,0.0001,OneCycleLR,0.001,WideResnet50(10),0.7,1.0,QHAdam,,,,10.0,mlxa/CNN,True,None,train_v1.bin,,val_v1.bin,1e-06,0.828700065612793,0.5405305027961731
335,341,CNN-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,342,CNN-17,,0.9,0.999,,,,,,0.1,50.0,0.95,,,,,0.01,,,,1.0,1.0,,,,,,,,,,,,1e-06,,
337,343,CNN-284,100.0,0.9,0.999,True,,,,cuda,0.1,200.0,,,,,,0.001,,,M7(),0.7,1.0,QHAdam,0.6,0.6,,100.0,mlxa/CNN,True,None,train_v1.bin,True,val_v2.bin,1e-06,0.5954301357269287,1.840132594108581
